title,author,language,genres,data
shenzhen a travelogue from china,guydelisle,english,graphicnovels comics nonfiction travel china bandedessinée memoir graphicnovelscomics asia canada,shenzhen a travelogue from china guydelisle english graphicnovels comics nonfiction travel china bandedessinée memoir graphicnovelscomics asia canada
bitter demons,sarracannon,english,youngadult paranormal fantasy demons witches romance magic paranormalromance supernatural urbanfantasy,bitter demons sarracannon english youngadult paranormal fantasy demons witches romance magic paranormalromance supernatural urbanfantasy
we the living,aynrand leonardpeikoff,english,fiction classics philosophy historicalfiction literature politics russia novels historical dystopia,we the living aynrand leonardpeikoff english fiction classics philosophy historicalfiction literature politics russia novels historical dystopia
ramses the son of light,christianjacq maryfeeney,english,historicalfiction fiction egypt historical fantasy novels france mythology ancient adventure,ramses the son of light christianjacq maryfeeney english historicalfiction fiction egypt historical fantasy novels france mythology ancient adventure
the bestseller she wrote,ravisubramanian,english,fiction romance thriller indianliterature,the bestseller she wrote ravisubramanian english fiction romance thriller indianliterature
the paul street boys,ferencmolnár,english,classics fiction hungarianliterature childrens hungary school youngadult historicalfiction literature novels,the paul street boys ferencmolnár english classics fiction hungarianliterature childrens hungary school youngadult historicalfiction literature novels
pogingen iets van het leven te maken het geheime dagboek van hendrik groen jaar,hendrikgroen,dutch,fiction humor contemporary audiobook roman adultfiction dutchliterature adult literature novels,pogingen iets van het leven te maken het geheime dagboek van hendrik groen jaar hendrikgroen dutch fiction humor contemporary audiobook roman adultfiction dutchliterature adult literature novels
the yellow eyes of crocodiles,katherinepancol williamrodarmor,english,fiction france contemporary romance chicklit roman novels adult frenchliterature drama,the yellow eyes of crocodiles katherinepancol williamrodarmor english fiction france contemporary romance chicklit roman novels adult frenchliterature drama
the tale of jemima puddleduck,beatrixpotter,english,childrens picturebooks classics fiction animals fantasy juvenile britishliterature shortstories childrensclassics,the tale of jemima puddleduck beatrixpotter english childrens picturebooks classics fiction animals fantasy juvenile britishliterature shortstories childrensclassics
the strange case of dr jekyll and mr hyde and other tales of terror,robertlouisstevenson robertmighall,english,classics horror fiction gothic sciencefiction shortstories fantasy literature mystery 19thcentury,the strange case of dr jekyll and mr hyde and other tales of terror robertlouisstevenson robertmighall english classics horror fiction gothic sciencefiction shortstories fantasy literature mystery 19thcentury
promises prevail,sarahmccarty,english,historicalromance historical westerns erotica romance westernromance eroticromance adult westernhistoricalromance contemporary,promises prevail sarahmccarty english historicalromance historical westerns erotica romance westernromance eroticromance adult westernhistoricalromance contemporary
the physick book of deliverance dane,katherinehowe,english,historicalfiction fiction fantasy mystery historical witches paranormal magic adultfiction supernatural,the physick book of deliverance dane katherinehowe english historicalfiction fiction fantasy mystery historical witches paranormal magic adultfiction supernatural
death note vol confluence,tsugumiohba takeshiobata,english,manga graphicnovels fantasy comics fiction horror mystery youngadult thriller crime,death note vol confluence tsugumiohba takeshiobata english manga graphicnovels fantasy comics fiction horror mystery youngadult thriller crime
who cares about elderly people,pamadams,english,,who cares about elderly people pamadams english 
blood will tell,samanthayoung,english,youngadult paranormal fantasy romance paranormalromance mythology urbanfantasy supernatural vampires youngadultparanormal,blood will tell samanthayoung english youngadult paranormal fantasy romance paranormalromance mythology urbanfantasy supernatural vampires youngadultparanormal
gender outlaw on men women and the rest of us,katebornstein,english,queer nonfiction gender feminism memoir genderstudies genderandsexuality sexuality,gender outlaw on men women and the rest of us katebornstein english queer nonfiction gender feminism memoir genderstudies genderandsexuality sexuality
the children,davidhalberstam,english,history nonfiction americanhistory politics race biography socialjustice historical american africanamerican,the children davidhalberstam english history nonfiction americanhistory politics race biography socialjustice historical american africanamerican
worst impressions,k.l.brady,english,romance youngadult fiction chicklit contemporary,worst impressions k.l.brady english romance youngadult fiction chicklit contemporary
tintin in the land of the soviets,hergé leslielonsdale-cooper,english,comics graphicnovels bandedessinée fiction adventure graphicnovelscomics france childrens comicbook classics,tintin in the land of the soviets hergé leslielonsdale-cooper english comics graphicnovels bandedessinée fiction adventure graphicnovelscomics france childrens comicbook classics
instamatic karma photographs of john lennon,maypang,english,music nonfiction biography photography memoir art,instamatic karma photographs of john lennon maypang english music nonfiction biography photography memoir art
the wolf at the door,charlieadhara,english,mmromance paranormal romance mystery shapeshifters fantasy werewolves urbanfantasy crime,the wolf at the door charlieadhara english mmromance paranormal romance mystery shapeshifters fantasy werewolves urbanfantasy crime
